Absorption (K-edge) for mids: mp-90,mp-19177,mp-510421,mvc-5834,mp-17,mvc-11980,mvc-6931,mvc-2260,mvc-8154,mp-1009555,mp-8633,mp-89,mvc-847,mvc-13999,mp-19091; elements: Cr; smoothing fwhm: 0.0 eV.
Spectra (before any smoothing) are 3rd-order spline interpolations ranged over the intersection of E-axis ranges of site spectra.
mp-1009555 Cr K-edge		mp-17 Cr K-edge		mp-19091 Cr K-edge		mp-19177 Cr K-edge		mp-510421 Cr K-edge		mp-8633 Cr K-edge		mp-89 Cr K-edge		mp-90 Cr K-edge		mvc-11980 Cr K-edge		mvc-13999 Cr K-edge		mvc-2260 Cr K-edge		mvc-5834 Cr K-edge		mvc-6931 Cr K-edge		mvc-8154 Cr K-edge		mvc-847 Cr K-edge	
5994.489809045226	0.0697877316514125	6000.517266331658	0.15008074798014723	5995.257763819095	0.05439061064754071	5994.370763819095	0.06647376972237742	5993.583809045226	0.30593666695269445	6000.269809045226	0.196270006649056	6000.245763819095	0.23313927078598382	6000.645763819095	0.16616569867545317	5993.953809045226	0.3036187203732433	5994.008763819095	0.09574260851851307	5995.255844221106	0.1340884311475752	5994.469180904523	0.06442724908418068	5994.688809045227	0.06106537209879521	5994.253763819095	0.08137130985886502	5995.0513718592965	0.1185051970974045
5994.767010050251	0.07202652687928592	6000.794407035176	0.1833974090839029	5995.534959798995	0.07023920660284444	5994.6479597989955	0.07465722588741651	5993.861010050251	0.4099784542425505	6000.547010050251	0.24056319529816977	6000.5229597989955	0.2819230951032398	6000.922959798995	0.19357654983470915	5994.231010050251	0.40082028471779524	5994.2859597989955	0.12027831606726663	5995.529271356784	0.13991201695516992	5994.746201005025	0.07523512839938287	5994.9660100502515	0.07335080921186152	5994.530959798995	0.09344090170627928	5995.326190954775	0.1403358777606952
5995.044211055277	0.06243527550915497	6001.071547738694	0.19784373443631997	5995.8121557788945	0.08448010892324029	5994.925155778895	0.06909705708632104	5994.138211055277	0.4921327002523356	6000.8242110552765	0.2598979462173246	6000.800155778895	0.29737043081547937	6001.200155778894	0.2049365459750066	5994.508211055277	0.4405395068892033	5994.563155778895	0.1365393894630985	5995.802698492463	0.13480594136263532	5995.023221105527	0.07541214649065749	5995.243211055276	0.07583519632563666	5994.808155778895	0.08454031886485093	5995.601010050252	0.14508820349394305
5995.321412060302	0.05712408021047268	6001.348688442211	0.2047112888532764	5996.089351758794	0.0946552729555055	5995.202351758794	0.0606090623932485	5994.415412060302	0.5241600169872617	6001.101412060301	0.2619661950025506	6001.077351758794	0.2896545251088317	6001.477351758794	0.21416071360466268	5994.7854120603015	0.42324658344457805	5994.840351758794	0.14722091273989937	5996.076125628141	0.1277692753196506	5995.30024120603	0.06957241283104648	5995.520412060302	0.07415226078576603	5995.085351758794	0.06796782192111488	5995.875829145729	0.13874746217056663
5995.598613065326	0.058534350540118234	6001.625829145729	0.21315941531520383	5996.366547738693	0.10032413658562238	5995.479547738693	0.05557222410451564	5994.692613065326	0.5080303555543522	6001.378613065326	0.2561191941034898	6001.354547738693	0.2712080396003456	6001.754547738693	0.22734305478081815	5995.062613065326	0.3977692587749136	5995.117547738693	0.14864798325244521	5996.349552763819	0.1218483704736639	5995.577261306532	0.06507466058541178	5995.797613065327	0.07101655577501323	5995.362547738693	0.055713131802409575	5996.150648241206	0.13023944750970967
5995.875814070352	0.061509937393518385	6001.902969849247	0.22299036767350897	5996.643743718593	0.10091566128295457	5995.7567437185935	0.05573531988323004	5994.969814070352	0.4804169199036453	6001.655814070352	0.24925077095773945	6001.6317437185935	0.2592469859597061	6002.031743718593	0.24998684903340523	5995.339814070352	0.36746273094222975	5995.394743718593	0.1425783353684716	5996.622979899497	0.11668210866034016	5995.854281407035	0.06521478910138871	5996.074814070352	0.0669490295708094	5995.639743718593	0.049553682177410734	5996.425467336684	0.12305583006935569
5996.153015075377	0.062216336462853766	6002.180110552764	0.2313634355191104	5996.9209396984925	0.09841620667720283	5996.033939698493	0.06157746303752093	5995.247015075377	0.47077577306457363	6001.933015075377	0.24502214257335833	6001.908939698493	0.25382609800339445	6002.308939698492	0.2782962767329952	5995.617015075377	0.3267752697373204	5995.671939698493	0.13619954971132392	5996.896407035176	0.1105395409769903	5996.1313015075375	0.06933124174582343	5996.3520150753775	0.06345029333824402	5995.916939698493	0.048078836152916596	5996.700286432161	0.1174692930101231
5996.430216080402	0.06067037455492599	6002.457251256282	0.23891305040913952	5997.198135678392	0.09755630869045064	5996.311135678392	0.07169780783614463	5995.524216080402	0.46989231969373035	6002.210216080402	0.2410893927624346	6002.186135678392	0.25126533502672166	6002.586135678392	0.2969020847382481	5995.894216080402	0.28750781468792797	5995.949135678392	0.13296985611938247	5997.169834170854	0.1025483463015248	5996.40832160804	0.07531213280777732	5996.629216080402	0.061847465866710055	5996.194135678392	0.05029602206530507	5996.975105527638	0.11149939735407105
5996.707417085427	0.05739971657512205	6002.734391959799	0.24925576033647617	5997.475331658291	0.10253747106128461	5996.588331658291	0.08249409127286789	5995.801417085427	0.4468893407385635	6002.487417085426	0.23967616375759465	6002.463331658291	0.2549151740446076	6002.863331658291	0.2985559806188869	5996.171417085427	0.2548449949164594	5996.226331658291	0.1325198844743686	5997.443261306533	0.09354904905269174	5996.685341708542	0.08106355868211622	5996.906417085427	0.06242017090303732	5996.471331658291	0.05504216740827319	5997.249924623116	0.10326045860174503
5996.984618090452	0.05287457286368666	6003.011532663317	0.2651627485726609	5997.752527638191	0.11359576857886126	5996.865527638191	0.09065979166032577	5996.078618090452	0.39880246207227427	6002.764618090452	0.24459916956206337	6002.740527638191	0.26609705006320417	6003.140527638191	0.29592935101092577	5996.448618090452	0.2278795070026919	5996.503527638191	0.1349176383585505	5997.716688442211	0.08636329769600794	5996.9623618090445	0.08548525317121076	5997.183618090453	0.06389443728959131	5996.748527638191	0.0594910085887274	5997.5247437185935	0.09323414353992622
5997.261819095477	0.04767530653957869	6003.288673366835	0.28841661630249205	5998.02972361809	0.12935800685351356	5997.142723618091	0.09412808415371368	5996.355819095477	0.3433232035179395	6003.041819095477	0.25727037031601746	6003.017723618091	0.28296471932921174	6003.41772361809	0.3046873904469206	5996.725819095477	0.20504912377187604	5996.780723618091	0.13545138561463738	5997.99011557789	0.08377375286405862	5997.239381909548	0.08623327480947719	5997.460819095478	0.06439344100444323	5997.0257236180905	0.06140231218110762	5997.799562814071	0.08451449575690866
5997.539020100502	0.04293087128472084	6003.565814070352	0.32079865276851866	5998.30691959799	0.14801625149110206	5997.41991959799	0.0927085415039616	5996.633020100502	0.2903358710410299	6003.319020100502	0.2794205876811102	6003.29491959799	0.30620570338313136	6003.69491959799	0.32767434673248186	5997.003020100502	0.18504686439173534	5997.05791959799	0.13271889572374385	5998.263542713568	0.08634955773880734	5997.51640201005	0.08276589520578345	5997.738020100503	0.063883035656056	5997.30291959799	0.06111330144715323	5998.074381909548	0.080027122420503
5997.816221105528	0.03967533879619474	6003.84295477387	0.3610734938788501	5998.584115577889	0.16410723657397	5997.697115577889	0.08763970552074697	5996.910221105528	0.2424149413196338	6003.596221105528	0.303883168160441	6003.572115577889	0.33277916764815446	6003.972115577889	0.35557333898355636	5997.280221105528	0.16846366080240543	5997.335115577889	0.12972912923581828	5998.536969849246	0.09327236686877112	5997.7934221105525	0.07673165523217923	5998.015221105528	0.06301931244682396	5997.580115577889	0.059878487945223595	5998.349201005026	0.08036967258258079
5998.093422110553	0.0380724234847685	6004.120095477387	0.40269162807656794	5998.861311557789	0.17608714299672878	5997.974311557789	0.08078363584671798	5997.187422110553	0.20594371198998326	6003.873422110552	0.32390644927577655	6003.849311557789	0.35872465646277046	6004.249311557789	0.3823450218183529	5997.557422110553	0.15599019129650454	5997.612311557789	0.12651706456032902	5998.810396984924	0.10332970757310819	5998.070442211055	0.06977968119578797	5998.292422110553	0.06123290855622533	5997.857311557789	0.058441628581480075	5998.624020100503	0.08520125509939525
5998.3706231155775	0.037732739719197474	6004.397236180905	0.43720411908590934	5999.138507537688	0.1877653425229804	5998.251507537689	0.07372359391003235	5997.4646231155775	0.1823896917091995	6004.150623115577	0.3527469125102942	6004.126507537689	0.38388157537624495	6004.526507537688	0.41194997295086344	5997.834623115577	0.14504454655574606	5997.889507537689	0.12237807029304014	5999.083824120603	0.1153725366016537	5998.347462311557	0.06350759963330452	5998.569623115578	0.05859531496110375	5998.1345075376885	0.05717972936323335	5998.89883919598	0.09393249931389798
5998.647824120603	0.03828475565162706	6004.674376884423	0.4570995058618348	5999.415703517588	0.19844025727422657	5998.528703517588	0.06724060019661911	5997.741824120603	0.16602792771678132	6004.427824120603	0.39615129756885814	6004.403703517588	0.4053858285294701	6004.803703517588	0.44040811324121854	5998.111824120603	0.1336313188997529	5998.166703517588	0.11806181566597233	5999.357251256281	0.12860698680664995	5998.62448241206	0.05914334832614125	5998.846824120604	0.056734155743835536	5998.411703517588	0.05681669953425068	5999.173658291457	0.10555502591328746
5998.925025125628	0.03959538335551535	6004.95151758794	0.46411688794461564	5999.692899497488	0.2052576144630996	5998.805899497487	0.06208766555541895	5998.019025125628	0.15274471481836052	6004.705025125628	0.4325002307440037	6004.680899497487	0.42128495915820163	6005.080899497488	0.4549014350449211	5998.389025125628	0.12338994865542695	5998.443899497488	0.11430896032230665	5999.63067839196	0.14282597074124853	5998.901502512563	0.057166802605885025	5999.124025125629	0.05711581691119201	5998.688899497488	0.05791059970004811	5999.448477386935	0.1190428295209148
5999.202226130653	0.04169350618045464	6005.228658291458	0.4676007226278846	5999.970095477387	0.21012400028213943	5999.083095477387	0.05932502243599938	5998.296226130653	0.1434124491331593	6004.982226130653	0.44358321424021124	6004.958095477387	0.4352552613336202	6005.358095477387	0.45508786865775785	5998.666226130653	0.11644341868108296	5998.721095477387	0.11126000522384892	5999.904105527638	0.15778248747305593	5999.178522613065	0.05747023116037044	5999.401226130653	0.059928763851239984	5998.966095477387	0.060507169927391004	5999.7232964824125	0.13380930330575486
5999.479427135679	0.04471571652744895	6005.505798994975	0.463976186742891	6000.247291457286	0.21425305113536963	5999.360291457287	0.05916340196310164	5998.573427135679	0.1393062318396037	6005.259427135678	0.44074881585192893	6005.235291457287	0.44964970181387653	6005.635291457286	0.45509223042678176	5998.943427135679	0.11307387324224737	5998.9982914572865	0.109660941625899	6000.177532663317	0.172993771801404	5999.455542713567	0.05980657111809123	5999.678427135679	0.06427262478451837	5999.243291457286	0.06469614971648176	5999.99811557789	0.14959614159220794
5999.7566281407035	0.04887790984378948	6005.782939698493	0.4466495987749088	6000.524487437186	0.2180336189478651	5999.637487437186	0.06104107101368295	5998.8506281407035	0.13859690865604007	6005.536628140703	0.4405633673188401	6005.512487437186	0.46229764222243214	6005.9124874371855	0.4567572033636701	5999.220628140703	0.11276715493999484	5999.275487437186	0.111424386698473	6000.450959798995	0.18842968788106754	5999.73256281407	0.06418824175833056	5999.955628140704	0.06882632170484072	5999.520487437186	0.06982198057146073	6000.272934673367	0.16586921549551303
6000.033829145728	0.054366039081298494	6006.0600804020105	0.42084478738402004	6000.801683417086	0.2208171025684532	5999.914683417085	0.06446912590210802	5999.127829145728	0.13931607450358063	6005.813829145728	0.45008202686638277	6005.789683417085	0.46911619303113855	6006.189683417086	0.4627528074166741	5999.497829145728	0.1152554191515384	5999.552683417086	0.1181885324907482	6000.724386934674	0.20465620102611332	6000.009582914573	0.07093804563165809	6000.232829145729	0.07310638033904857	5999.797683417086	0.07451615765831314	6000.547753768845	0.18191004580447614
6000.311030150754	0.06130209102697566	6006.3372211055275	0.39679756801031385	6001.078879396985	0.22264247958951291	6000.191879396985	0.06925297326229406	5999.405030150754	0.14040004967807296	6006.091030150754	0.4627629193901534	6006.066879396985	0.4701677231871029	6006.466879396985	0.472946600487745	5999.775030150754	0.12035249920827783	5999.829879396985	0.12981040399216257	6000.9978140703515	0.22212865122248532	6000.286603015075	0.08057816178053205	6000.510030150754	0.07779625708108112	6000.074879396985	0.07774044252999211	6000.822572864322	0.1972935413871906
6000.588231155779	0.06972564598974341	6006.6143618090455	0.3811036657937632	6001.356075376884	0.22489869240927396	6000.469075376885	0.07543682806720323	5999.682231155779	0.14160215663880255	6006.368231155779	0.46678014828045256	6006.344075376885	0.46977977437533297	6006.744075376884	0.4802721539930575	6000.052231155779	0.12752607146358785	6000.1070753768845	0.14437891730382388	6001.27124120603	0.23994057562489715	6000.563623115578	0.09335006294617257	6000.787231155779	0.0841237690811588	6000.352075376884	0.07929100842583266	6001.097391959799	0.2121033260038342
6000.865432160804	0.0795108596587892	6006.8915025125625	0.37647706020687627	6001.633271356784	0.22855824247279222	6000.746271356784	0.08326095830469124	5999.959432160804	0.14336189112264117	6006.6454321608035	0.4650066820055062	6006.621271356784	0.4679523055351766	6007.0212713567835	0.47864080178286167	6000.329432160804	0.1357573624301818	6000.384271356784	0.16025582277884556	6001.5446683417085	0.25631448982447674	6000.84064321608	0.10829618033858839	6001.064432160804	0.09243207049723691	6000.629271356784	0.07923530461273466	6001.372211055277	0.22649503430741275
6001.1426331658295	0.09005735952740992	6007.16864321608	0.3820725289434971	6001.910467336684	0.23504150088946543	6001.023467336683	0.09303981982875037	6000.2366331658295	0.1451732512942315	6006.922633165829	0.4588582213535784	6006.898467336683	0.4663699133838692	6007.298467336684	0.4657942142440527	6000.606633165829	0.14424197607706146	6000.661467336684	0.17720617612488143	6001.818095477387	0.2705842781771298	6001.117663316582	0.12237855961039923	6001.341633165829	0.10203858299802517	6000.906467336684	0.07853091890077993	6001.647030150754	0.24144191400506504
6001.419834170854	0.10012000839029553	6007.445783919598	0.39365537320945576	6002.187663316583	0.24629880223828193	6001.300663316583	0.10499707279376261	6000.513834170854	0.1460866845360373	6007.199834170854	0.44795801415662234	6007.175663316583	0.4648164111190037	6007.575663316583	0.4455186231624594	6000.883834170854	0.15293202850786575	6000.938663316583	0.19513538159483332	6002.0915226130655	0.2843260675092365	6001.394683417085	0.13291398022561218	6001.618834170855	0.11211598795733846	6001.183663316583	0.07854385883312266	6001.921849246231	0.25788343857987966
6001.697035175879	0.10766422336853193	6007.722924623115	0.40372454238908917	6002.464859296482	0.2646161466445685	6001.5778592964825	0.1189615779111671	6000.791035175879	0.14573129158034995	6007.477035175879	0.4338753334261811	6007.4528592964825	0.4569008407265955	6007.852859296482	0.4278664242094871	6001.161035175879	0.16285536785219368	6001.215859296482	0.2123704854132887	6002.364949748744	0.2987740885035906	6001.671703517588	0.1398577028520014	6001.89603517588	0.12261614573202011	6001.460859296482	0.08030971364449371	6002.196668341709	0.2757817838743567
6001.974236180905	0.10998011423380195	6008.000065326633	0.4030690244651298	6002.7420552763815	0.2920699322821018	6001.855055276382	0.13337187112403698	6001.068236180905	0.14487657482154404	6007.754236180905	0.41761733568271964	6007.730055276382	0.44047171349373093	6008.130055276381	0.41457344016226816	6001.438236180905	0.1750843754438082	6001.493055276382	0.22502088720469382	6002.6383768844225	0.3141483648143678	6001.94872361809	0.14569053414136318	6002.1732361809045	0.13399211415988235	6001.738055276382	0.08398730412359728	6002.471487437187	0.2939818203296508
6002.25143718593	0.10597424297065716	6008.27720603015	0.38716576583860896	6003.019251256282	0.3276193209149092	6002.132251256281	0.14673886794368052	6001.34543718593	0.14458194409892436	6008.0314371859295	0.3998923147055858	6008.007251256281	0.41963501533706377	6008.407251256282	0.40450800412230536	6001.71543718593	0.1895977936068826	6001.770251256282	0.23065381874105131	6002.911804020101	0.330855493947115	6002.225743718593	0.1532275073658722	6002.45043718593	0.14667159138377647	6002.015251256282	0.08926211453985036	6002.746306532664	0.31117780759089375
6002.528638190955	0.09819498370793085	6008.554346733668	0.3620937951586028	6003.296447236181	0.3646728010771835	6002.409447236181	0.1589010705023471	6001.622638190955	0.14546777711291262	6008.308638190954	0.38194707595558236	6008.284447236181	0.40520355666336483	6008.684447236181	0.399082823001279	6001.9926381909545	0.2043871281454492	6002.047447236181	0.2316622997194333	6003.185231155779	0.34922868033825194	6002.502763819095	0.16382348213818146	6002.727638190955	0.16073371148445742	6002.292447236181	0.09570022459314892	6003.021125628141	0.32758503928744287
6002.80583919598	0.09039920271184011	6008.831487437186	0.3430223993444948	6003.57364321608	0.3969243387547042	6002.6866432160805	0.1697104343396607	6001.89983919598	0.14794869059817706	6008.58583919598	0.369113788127455	6008.5616432160805	0.40238993519572064	6008.96164321608	0.39854824700857777	6002.26983919598	0.2171853802573281	6002.32464321608	0.23362100123763724	6003.458658291457	0.3684031114625575	6002.779783919597	0.17659657687991112	6003.00483919598	0.17689659862427015	6002.56964321608	0.10305182665717388	6003.295944723618	0.34431129312572123
6003.083040201005	0.08585154763647732	6009.108628140703	0.3436813315216887	6003.8508391959795	0.42093130073174667	6002.96383919598	0.17902754870887874	6002.177040201005	0.15205647339715658	6008.863040201005	0.3693152067961186	6008.83883919598	0.4120238609993447	6009.238839195979	0.40299281062353143	6002.547040201005	0.226529700244879	6002.60183919598	0.2417454708449098	6003.732085427136	0.38658141190010203	6003.056804020101	0.18970232541715484	6003.282040201006	0.19595948993668585	6002.84683919598	0.11112098659408282	6003.570763819096	0.3626170659957967
6003.36024120603	0.08490105245022822	6009.385768844221	0.360137258753007	6004.12803517588	0.4401697600952222	6003.24103517588	0.18699655222719927	6002.45424120603	0.15696609463418595	6009.14024120603	0.39076657923941005	6009.11603517588	0.4329041511412833	6009.51603517588	0.41466813644277134	6002.82424120603	0.23344649437200493	6002.87903517588	0.25536221437328	6004.005512562814	0.4021489508518817	6003.333824120603	0.20193803397948004	6003.5592412060305	0.21768796282396377	6003.12403517588	0.11953361417077857	6003.845582914573	0.38080496862310426
6003.637442211056	0.08719802766676835	6009.662909547739	0.3855300955387909	6004.405231155779	0.45646686649433393	6003.518231155779	0.19460238854395845	6002.731442211056	0.162081078758428	6009.4174422110555	0.43142517383538936	6009.393231155779	0.46250033824831605	6009.793231155779	0.4399964707988799	6003.101442211056	0.23955068488159534	6003.156231155779	0.26987196765536087	6004.278939698493	0.41608020248300404	6003.610844221105	0.21327697335846593	6003.836442211055	0.23936834974554033	6003.401231155779	0.12802608638596874	6004.12040201005	0.3966607294044101
6003.914643216081	0.09227638929962666	6009.940050251256	0.4138395717621408	6004.682427135678	0.4683821417452549	6003.795427135678	0.2037031655415998	6003.008643216081	0.16735133108304734	6009.69464321608	0.4776276828954946	6009.670427135678	0.49762721740705995	6010.070427135678	0.4880571557122957	6003.3786432160805	0.24645156524508416	6003.433427135678	0.27784217257109295	6004.552366834171	0.43040730913102626	6003.887864321608	0.2246384595603605	6004.113643216081	0.2560980605696095	6003.678427135678	0.13657880858316832	6004.3952211055275	0.4103788767503623
6004.191844221105	0.10017962158545125	6010.217190954774	0.4423538911338183	6004.959623115577	0.4753841274100204	6004.072623115578	0.21589510309505325	6003.285844221105	0.17360575600333408	6009.971844221105	0.5172200243333124	6009.947623115578	0.5389318416045895	6010.347623115577	0.5537077267900199	6003.655844221105	0.2544878685927802	6003.710623115578	0.2752670127454207	6004.82579396985	0.44532227236482114	6004.16488442211	0.23613425552235048	6004.390844221106	0.2666134933284501	6003.9556231155775	0.14584933707459447	6004.670040201006	0.42244199179655384
6004.46904522613	0.11145031355123179	6010.494331658291	0.4703000685432571	6005.236819095478	0.47863365889439796	6004.349819095478	0.2323349648422587	6003.56304522613	0.1818197620698125	6010.24904522613	0.5420256317881001	6010.224819095478	0.5860499182172341	6010.6248190954775	0.623469535865142	6003.93304522613	0.26319918039977636	6003.987819095478	0.26184979717217133	6005.099221105528	0.4601721269445121	6004.441904522613	0.247729857066422	6004.668045226131	0.27218751198458274	6004.232819095478	0.15691306480193323	6004.944859296483	0.4332160550667995
6004.746246231156	0.12751755471761303	6010.771472361809	0.49815288776144034	6005.514015075377	0.4836070771153134	6004.627015075377	0.2531032189887702	6003.840246231156	0.19187048530596526	6010.526246231156	0.554820806537689	6010.502015075377	0.6273244147539379	6010.902015075377	0.6800603185929716	6004.210246231156	0.2715713381952795	6004.265015075377	0.24444735273393156	6005.372648241206	0.475264501000236	6004.7189246231155	0.2604076830195936	6004.9452462311565	0.2764603368242221	6004.510015075377	0.17113800072145294	6005.21967839196	0.44367976241751383
6005.023447236181	0.14963618060249903	6011.048613065327	0.5255620275453692	6005.791211055276	0.4949801692918564	6004.904211055276	0.2773631411718376	6004.117447236181	0.2033564374126278	6010.803447236181	0.5604373530031468	6010.779211055276	0.6555440713631162	6011.179211055276	0.7145692424883012	6004.487447236181	0.2791242444137486	6004.542211055276	0.22945440308846912	6005.646075376884	0.4905615561026227	6004.995944723618	0.2749712044817904	6005.222447236181	0.2825258653678928	6004.787211055276	0.18848666629511254	6005.494497487438	0.4552551724807826
6005.300648241206	0.17823767458275336	6011.325753768844	0.5500934289735401	6006.068407035176	0.5138389414266169	6005.181407035176	0.30291914821298693	6004.394648241206	0.21584430272941063	6011.080648241205	0.5626469803974263	6011.056407035176	0.6777176348184853	6011.456407035176	0.7366389838691656	6004.764648241206	0.2867261590596146	6004.8194070351765	0.21889948770639023	6005.919502512563	0.5061509895989413	6005.27296482412	0.2913435946093077	6005.499648241206	0.2912074163839524	6005.064407035176	0.20596792293389893	6005.769316582915	0.4701715967805867
6005.577849246231	0.21199106742710178	6011.602894472362	0.5717929861360783	6006.3456030150755	0.5437193695194442	6005.458603015076	0.3263651111011016	6004.671849246231	0.2290105491457534	6011.357849246231	0.5663832872143401	6011.333603015076	0.698191011195698	6011.7336030150755	0.7558269193858135	6005.041849246231	0.29552215812056015	6005.096603015076	0.21339209214069224	6006.192929648241	0.5212064624338327	6005.549984924623	0.3087535870928604	6005.776849246232	0.30182175432748676	6005.341603015076	0.22059800653353287	6006.044135678392	0.4899699017319341
6005.855050251256	0.24760634624924027	6011.880035175879	0.5940979527692751	6006.622798994975	0.5916156817030955	6005.735798994975	0.3431458053389225	6004.949050251256	0.2427050641182821	6011.635050251256	0.5779655897315418	6011.610798994975	0.7157646808639956	6012.010798994975	0.7783585402682536	6005.319050251256	0.3067829842157991	6005.373798994975	0.21242690865985026	6006.46635678392	0.5336475334161891	6005.827005025126	0.3257878746528578	6006.054050251257	0.31216508784064495	6005.618798994975	0.2300195418509595	6006.318954773869	0.511093488900754
