Absorption (K-edge) for mids: mp-90,mp-19177,mp-510421; elements: Cr; smoothing fwhm: 0.0 eV.
Spectra (before any smoothing) are 3rd-order spline interpolations ranged over the intersection of E-axis ranges of site spectra.
mp-19177 Cr K-edge		mp-510421 Cr K-edge		mp-90 Cr K-edge	
5996.311135678392	0.07169780783614463	5995.524216080402	0.46989231969373035	6002.586135678392	0.2969020847382481
5996.588331658291	0.08249409127286789	5995.801417085427	0.4468893407385635	6002.863331658291	0.2985559806188869
5996.865527638191	0.09065979166032577	5996.078618090452	0.39880246207227427	6003.140527638191	0.29592935101092577
5997.142723618091	0.09412808415371368	5996.355819095477	0.3433232035179395	6003.41772361809	0.3046873904469206
5997.41991959799	0.0927085415039616	5996.633020100502	0.2903358710410299	6003.69491959799	0.32767434673248186
5997.697115577889	0.08763970552074697	5996.910221105528	0.2424149413196338	6003.972115577889	0.35557333898355636
5997.974311557789	0.08078363584671798	5997.187422110553	0.20594371198998326	6004.249311557789	0.3823450218183529
5998.251507537689	0.07372359391003235	5997.4646231155775	0.1823896917091995	6004.526507537688	0.41194997295086344
5998.528703517588	0.06724060019661911	5997.741824120603	0.16602792771678132	6004.803703517588	0.44040811324121854
5998.805899497487	0.06208766555541895	5998.019025125628	0.15274471481836052	6005.080899497488	0.4549014350449211
5999.083095477387	0.05932502243599938	5998.296226130653	0.1434124491331593	6005.358095477387	0.45508786865775785
5999.360291457287	0.05916340196310164	5998.573427135679	0.1393062318396037	6005.635291457286	0.45509223042678176
5999.637487437186	0.06104107101368295	5998.8506281407035	0.13859690865604007	6005.9124874371855	0.4567572033636701
5999.914683417085	0.06446912590210802	5999.127829145728	0.13931607450358063	6006.189683417086	0.4627528074166741
6000.191879396985	0.06925297326229406	5999.405030150754	0.14040004967807296	6006.466879396985	0.472946600487745
6000.469075376885	0.07543682806720323	5999.682231155779	0.14160215663880255	6006.744075376884	0.4802721539930575
6000.746271356784	0.08326095830469124	5999.959432160804	0.14336189112264117	6007.0212713567835	0.47864080178286167
6001.023467336683	0.09303981982875037	6000.2366331658295	0.1451732512942315	6007.298467336684	0.4657942142440527
6001.300663316583	0.10499707279376261	6000.513834170854	0.1460866845360373	6007.575663316583	0.4455186231624594
6001.5778592964825	0.1189615779111671	6000.791035175879	0.14573129158034995	6007.852859296482	0.4278664242094871
6001.855055276382	0.13337187112403698	6001.068236180905	0.14487657482154404	6008.130055276381	0.41457344016226816
6002.132251256281	0.14673886794368052	6001.34543718593	0.14458194409892436	6008.407251256282	0.40450800412230536
6002.409447236181	0.1589010705023471	6001.622638190955	0.14546777711291262	6008.684447236181	0.399082823001279
6002.6866432160805	0.1697104343396607	6001.89983919598	0.14794869059817706	6008.96164321608	0.39854824700857777
6002.96383919598	0.17902754870887874	6002.177040201005	0.15205647339715658	6009.238839195979	0.40299281062353143
6003.24103517588	0.18699655222719927	6002.45424120603	0.15696609463418595	6009.51603517588	0.41466813644277134
6003.518231155779	0.19460238854395845	6002.731442211056	0.162081078758428	6009.793231155779	0.4399964707988799
6003.795427135678	0.2037031655415998	6003.008643216081	0.16735133108304734	6010.070427135678	0.4880571557122957
6004.072623115578	0.21589510309505325	6003.285844221105	0.17360575600333408	6010.347623115577	0.5537077267900199
6004.349819095478	0.2323349648422587	6003.56304522613	0.1818197620698125	6010.6248190954775	0.623469535865142
6004.627015075377	0.2531032189887702	6003.840246231156	0.19187048530596526	6010.902015075377	0.6800603185929716
6004.904211055276	0.2773631411718376	6004.117447236181	0.2033564374126278	6011.179211055276	0.7145692424883012
6005.181407035176	0.30291914821298693	6004.394648241206	0.21584430272941063	6011.456407035176	0.7366389838691656
6005.458603015076	0.3263651111011016	6004.671849246231	0.2290105491457534	6011.7336030150755	0.7558269193858135
6005.735798994975	0.3431458053389225	6004.949050251256	0.2427050641182821	6012.010798994975	0.7783585402682536
6006.012994974874	0.35191894442988036	6005.226251256281	0.2573437326050546	6012.287994974874	0.8021699250695766
6006.290190954774	0.35442395474636545	6005.503452261307	0.2738215939429671	6012.565190954774	0.8186035385611482
6006.567386934674	0.35404516642153006	6005.780653266332	0.29277525377361113	6012.842386934673	0.8272152910801809
6006.844582914573	0.35511138077295923	6006.0578542713565	0.3145229634899191	6013.119582914573	0.833381566376458
6007.121778894472	0.3602174032130126	6006.335055276382	0.3379846696029537	6013.396778894472	0.8400369633620987
6007.398974874372	0.37089067647245194	6006.612256281407	0.36112066342361465	6013.673974874372	0.8483853014423117
6007.676170854272	0.38918242970514233	6006.889457286432	0.38107552799871797	6013.951170854271	0.8584655639056717
6007.953366834171	0.4173491748665913	6007.166658291458	0.39479669340392665	6014.228366834171	0.8695813962762191
6008.23056281407	0.4557536396074185	6007.4438592964825	0.40356935199763694	6014.50556281407	0.8809045788571478
6008.5077587939695	0.5033206912393492	6007.721060301507	0.4117452629966516	6014.78275879397	0.8914727207374339
6008.78495477387	0.5575704977573223	6007.998261306533	0.42210337935998543	6015.059954773869	0.8993925153242073
6009.062150753769	0.6147760620322557	6008.275462311558	0.43590781069390977	6015.337150753769	0.9019695181209474
6009.339346733668	0.6712434226193925	6008.552663316583	0.4539231894877871	6015.614346733668	0.8981103848117353
6009.6165427135675	0.7233841347365283	6008.8298643216085	0.47633858236703985	6015.891542713568	0.8888178454769933
6009.893738693468	0.7682196356931196	6009.107065326633	0.5030116477045703	6016.168738693467	0.8755052232574694
6010.170934673367	0.8040242007788178	6009.384266331658	0.5331864473310052	6016.4459346733665	0.8601532619144181
6010.448130653266	0.8297332235223116	6009.661467336684	0.5656230838058606	6016.723130653267	0.8452702257822873
6010.725326633165	0.8462821955507336	6009.938668341709	0.5974760692196641	6017.000326633166	0.835173436162518
6011.002522613066	0.8552203136824326	6010.215869346734	0.6258505564883967	6017.277522613065	0.8341746765657696
6011.279718592965	0.8591730778232514	6010.493070351759	0.6509808105721473	6017.5547185929645	0.842476379861674
6011.556914572864	0.8613385220633162	6010.770271356784	0.6747505863572525	6017.831914572865	0.8580600818725754
6011.834110552763	0.8649053591579057	6011.047472361809	0.6987089753522185	6018.109110552764	0.8777909858670138
6012.111306532664	0.8730443163919078	6011.324673366834	0.7239850327557732	6018.386306532663	0.8972155104391022
6012.388502512563	0.8879570938341002	6011.60187437186	0.7510702254392765	6018.663502512562	0.9134861640701005
6012.665698492462	0.9087667558852478	6011.879075376884	0.7784939228208423	6018.940698492463	0.9291129808195956
6012.942894472361	0.9338204838780712	6012.156276381909	0.8044282027891783	6019.217894472362	0.9472821977833082
6013.2200904522615	0.9596444119473678	6012.433477386935	0.827429753310756	6019.495090452261	0.966919566467584
6013.497286432161	0.9816406905396112	6012.71067839196	0.8462969259938785	6019.77228643216	0.9843120238450985
6013.77448241206	0.9959125605326143	6012.987879396985	0.8600688601754559	6020.049482412061	0.99614827140658
6014.05167839196	1.0	6013.26508040201	0.8682621291292603	6020.32667839196	1.0
6014.3288743718595	0.9920822550832686	6013.542281407035	0.8704778147863925	6020.603874371859	0.9938893671752739
6014.606070351759	0.9743654551795503	6013.81948241206	0.8665500540230712	6020.881070351758	0.9788087261206997
6014.883266331658	0.9511095618521817	6014.096683417086	0.8564350029883852	6021.1582663316585	0.9572568534630623
6015.160462311558	0.9266559272213961	6014.373884422111	0.8406808394270457	6021.435462311558	0.9304545987102851
6015.437658291457	0.9054813169993414	6014.6510854271355	0.8210742249777995	6021.712658291457	0.8969356757082364
6015.714854271357	0.8917373571328524	6014.928286432161	0.7995229266199169	6021.989854271356	0.855196187097704
6015.992050251256	0.885386755848979	6015.205487437186	0.7775066519686162	6022.2670502512565	0.8073828155507895
6016.269246231156	0.8835852236793934	6015.482688442211	0.7562166949225105	6022.544246231156	0.7580884915535065
6016.546442211055	0.8828613486713636	6015.759889447237	0.7369353980069574	6022.821442211055	0.7121764529527694
6016.823638190955	0.877660975190776	6016.0370904522615	0.7212925034845027	6023.098638190955	0.6753252230088195
6017.100834170854	0.8620362378519245	6016.314291457286	0.7109764525413387	6023.375834170854	0.6533023456880697
6017.378030150754	0.8335527193180169	6016.591492462312	0.706778971677301	6023.653030150754	0.6475437061592725
6017.655226130653	0.794656481743637	6016.868693467337	0.7082396853435141	6023.930226130653	0.6534681454719314
6017.932422110553	0.7483750746328721	6017.145894472362	0.7147958023642735	6024.207422110553	0.6661242745334652
6018.209618090452	0.7002891931552675	6017.4230954773875	0.7257760212664585	6024.484618090452	0.6814102783287126
6018.486814070352	0.6576168333950476	6017.700296482412	0.74043909718189	6024.761814070352	0.6957691632499089
6018.764010050251	0.6262970790573216	6017.977497487437	0.7579822713263717	6025.039010050251	0.7065301076239955
6019.0412060301505	0.6056225979782817	6018.254698492463	0.7772938497941857	6025.316206030151	0.7154874987698805
6019.31840201005	0.592777490567501	6018.531899497488	0.7971638618113599	6025.59340201005	0.7258512608351242
6019.59559798995	0.5855201294010228	6018.809100502513	0.8166043567321254	6025.87059798995	0.7397300193659302
6019.872793969849	0.5831854001527882	6019.086301507537	0.8352392941050357	6026.147793969849	0.7562120110027932
6020.1499899497485	0.5853734779872432	6019.363502512563	0.8527969459950173	6026.424989949749	0.7738749323850296
6020.427185929648	0.5914781008909105	6019.640703517588	0.8689902780804434	6026.702185929648	0.7914980388465378
6020.704381909548	0.6005320999320096	6019.917904522613	0.8835056296667668	6026.979381909548	0.8082129637577034
6020.981577889447	0.6115291598312125	6020.195105527639	0.8960296719023649	6027.256577889447	0.8231916050062684
6021.258773869346	0.6233612548583286	6020.472306532663	0.9063603002049417	6027.533773869347	0.8357802129050326
6021.535969849246	0.6347915738041332	6020.749507537688	0.914436876553212	6027.810969849246	0.8455458023032933
6021.813165829146	0.6446119273178906	6021.026708542714	0.9202135810406976	6028.0881658291455	0.8520895959405979
6022.090361809045	0.652530133451809	6021.303909547739	0.9237838055025781	6028.365361809045	0.8555096823788217
6022.367557788944	0.6592090363491585	6021.581110552764	0.9253853472014094	6028.642557788945	0.8564221807355958
6022.644753768844	0.665337649827905	6021.858311557789	0.9252831527198532	6028.919753768844	0.8554631582065119
6022.921949748744	0.6712071683595159	6022.135512562814	0.9241769840024613	6029.1969497487435	0.8531763436710568
6023.199145728643	0.6767262264701751	6022.412713567839	0.9231825603627535	6029.474145728644	0.8500166695701533
6023.476341708542	0.6817884107684614	6022.689914572865	0.9234044906103619	6029.751341708543	0.8464272338968906
6023.753537688442	0.6862972544803206	6022.96711557789	0.9253117041577955	6030.028537688442	0.8426639809033992
6024.030733668342	0.690166168074183	6023.2443165829145	0.928739327104077	6030.305733668341	0.8387970064467016
6024.307929648241	0.6933094777898431	6023.52151758794	0.9334891429430804	6030.582929648242	0.8348892439706553
6024.58512562814	0.6956562166442714	6023.798718592965	0.9391841030636715	6030.860125628141	0.8310280483513716
6024.86232160804	0.6971523033022087	6024.07591959799	0.9452410278921917	6031.13732160804	0.8273288140346415
6025.13951758794	0.6977455355006413	6024.353120603016	0.9510699444349938	6031.414517587939	0.8239085698626188
6025.416713567839	0.6974362956153676	6024.6303216080405	0.9563337933885977	6031.6917135678395	0.8208893269602219
6025.693909547738	0.6963040627755939	6024.907522613065	0.9610737526454365	6031.968909547739	0.8184005907016898
6025.971105527638	0.6944349067848808	6025.184723618091	0.9653620142981464	6032.246105527638	0.8165724194846669
6026.248301507538	0.6919279592085055	6025.461924623116	0.96927840468424	6032.523301507537	0.8155207316086023
6026.525497487437	0.6889115926562154	6025.739125628141	0.9729197344117966	6032.8004974874375	0.8153297902830412
6026.802693467336	0.685518151555497	6026.0163266331665	0.9763851045999623	6033.077693467337	0.8160795589371865
6027.079889447236	0.6818770704206673	6026.293527638191	0.9797511587158062	6033.354889447236	0.8178238458454127
6027.357085427136	0.6781064784798024	6026.570728643216	0.9830078856696556	6033.632085427135	0.8205159373454715
6027.634281407035	0.6743217598432113	6026.847929648241	0.9861243768656142	6033.909281407035	0.8240849741232165
6027.911477386934	0.6706244331891783	6027.125130653267	0.9890669760916585	6034.186477386935	0.8284518620207213
6028.188673366834	0.6670057472327914	6027.402331658292	0.9917803419741673	6034.463673366834	0.8334720162474154
6028.465869346734	0.6634043030225825	6027.679532663316	0.9941988468600752	6034.740869346733	0.8389695839421165
6028.743065326633	0.6597580511583453	6027.956733668342	0.9962573571132631	6035.018065326633	0.8447701490010289
6029.020261306532	0.6559975345345173	6028.233934673367	0.9979034983798026	6035.295261306533	0.8507364962356129
6029.297457286432	0.652045920848565	6028.511135678392	0.9990976396080433	6035.572457286432	0.8567684481180158
6029.574653266332	0.6478261215514433	6028.788336683418	0.9998007983452812	6035.849653266332	0.8627674876806796
6029.851849246231	0.643277579364947	6029.065537688442	1.0	6036.126849246231	0.868651913699493
6030.12904522613	0.6383784565108622	6029.342738693467	0.9997433829493582	6036.404045226131	0.8743794107414377
6030.40624120603	0.6331124511148204	6029.619939698493	0.9990878549940677	6036.68124120603	0.8799132945400167
6030.6834371859295	0.6274687199333977	6029.897140703518	0.9980839868978152	6036.95843718593	0.8852191147918724
6030.960633165829	0.6214746449395395	6030.174341708543	0.9967378198429229	6037.235633165829	0.8902780649924813
6031.237829145728	0.6151739458984049	6030.451542713568	0.9950363043253038	6037.512829145729	0.8950780249339916
6031.515025125628	0.6086105444967501	6030.728743718593	0.9929671671109771	6037.790025125628	0.8996071814775038
6031.7922211055275	0.6018335801126103	6031.005944723618	0.9905498739293737	6038.067221105528	0.9038641952816642
6032.069417085427	0.5948988334559715	6031.283145728644	0.98784439812597	6038.344417085427	0.907861058565729
6032.346613065326	0.587862515606132	6031.560346733669	0.9849133487730813	6038.6216130653265	0.9116106274561601
6032.623809045226	0.5807791761811291	6031.8375477386935	0.9818092805258384	6038.898809045226	0.9151270002185404
6032.901005025125	0.57369576435646	6032.114748743719	0.9785386204526917	6039.176005025126	0.9184299573498587
6033.178201005025	0.5666570572336953	6032.391949748744	0.9750945753828981	6039.453201005025	0.9215409032296413
6033.455396984924	0.5597073410286468	6032.669150753769	0.971470499562077	6039.7303969849245	0.9244809157141307
6033.732592964824	0.5528771464499387	6032.946351758795	0.9676639295184819	6040.007592964824	0.9272619161513115
6034.009788944723	0.5461817187500508	6033.2235527638195	0.9636770601339945	6040.284788944724	0.929885650953121
6034.286984924623	0.5396355054085905	6033.500753768844	0.9595123303682196	6040.561984924623	0.9323533354850198
6034.564180904522	0.5332548797633766	6033.77795477387	0.9551736927316243	6040.839180904522	0.9346620340896311
6034.841376884422	0.5270661072965925	6034.055155778895	0.9506728088739581	6041.116376884422	0.9367874894371142
6035.118572864321	0.5210986208121248	6034.33235678392	0.9460237886942044	6041.393572864322	0.9386986173063182
6035.395768844221	0.5153818603573023	6034.609557788945	0.941240914179514	6041.670768844221	0.9403645498709732
6035.67296482412	0.5099456114794276	6034.88675879397	0.9363486904212215	6041.94796482412	0.94176746215156
6035.95016080402	0.5048201933442654	6035.163959798995	0.9313874443019227	6042.225160804021	0.9429096736113279
6036.227356783919	0.5000359707981957	6035.44116080402	0.9263988609149093	6042.50235678392	0.9437952281844179
6036.5045527638185	0.49562208973997746	6035.718361809046	0.9214239491662652	6042.779552763819	0.944430075996336
6036.781748743719	0.4915953498302512	6035.995562814071	0.9164968523883422	6043.056748743718	0.9448394742313622
6037.058944723618	0.48796537385819566	6036.272763819095	0.9116477153787695	6043.3339447236185	0.9450599032721719
6037.336140703517	0.48474169579188087	6036.549964824121	0.9069066330789763	6043.611140703518	0.945127982218167
6037.6133366834165	0.4819303159016315	6036.827165829146	0.902298901971574	6043.888336683417	0.9450802702710805
6037.890532663317	0.4795244294905746	6037.104366834171	0.8978323974456446	6044.165532663316	0.9449531095830438
6038.167728643216	0.4775143323290452	6037.381567839197	0.8935110425535389	6044.4427286432165	0.9447827931578815
6038.444924623115	0.475890256947983	6037.658768844221	0.8893387032916631	6044.719924623116	0.9446054564402402
6038.722120603014	0.4746381602248443	6037.935969849246	0.8853153713571104	6044.997120603015	0.9444465821998996
6038.999316582915	0.4737370791360804	6038.213170854272	0.8814347585542274	6045.274316582914	0.9443144124607233
6039.276512562814	0.4731654198305595	6038.490371859297	0.8776900030450278	6045.551512562814	0.9442156175567159
6039.553708542713	0.4729015606376102	6038.767572864322	0.8740743947089586	6045.828708542714	0.9441561641544889
6039.830904522612	0.47292337825155306	6039.044773869347	0.8705839233325366	6046.105904522613	0.9441293305608888
6040.108100502513	0.47320831428009286	6039.321974874372	0.867216901470948	6046.383100502512	0.944117389998572
6040.385296482412	0.47373379590565545	6039.599175879397	0.8639717174334661	6046.660296482412	0.9441022508171825
6040.662492462311	0.47447561723502957	6039.876376884423	0.860846728622459	6046.937492462312	0.9440658630215252
6040.93968844221	0.47539528915498525	6040.153577889448	0.857840024971721	6047.214688442211	0.9439905365838879
6041.2168844221105	0.476446938686213	6040.4307788944725	0.8549495593455007	6047.491884422111	0.9438587657307431
6041.49408040201	0.4775846309390209	6040.707979899498	0.8521732834944488	6047.76908040201	0.9436530461790743
6041.771276381909	0.47876471611600613	6040.985180904523	0.8495084388260189	6048.04627638191	0.9433583143688857
6042.048472361808	0.47995579565043067	6041.262381909548	0.84694845414113	6048.323472361809	0.9429725923652201
6042.3256683417085	0.4811305593777481	6041.539582914574	0.8444854845764836	6048.600668341709	0.9424982690840479
6042.602864321608	0.4822616999795447	6041.8167839195985	0.8421116843735102	6048.877864321608	0.9419377364822371
6042.880060301507	0.48332440247097735	6042.093984924623	0.8398187892132807	6049.155060301508	0.941296894986898
6043.157256281406	0.4843035169357272	6042.371185929648	0.8375969102202787	6049.432256281407	0.9405952505897898
6043.434452261306	0.4851862359658619	6042.648386934674	0.8354357644345519	6049.709452261307	0.939855606843279
6043.711648241206	0.48595975346951076	6042.925587939699	0.8333250692366659	6049.986648241206	0.9391007668128967
6043.988844221105	0.48661520809417674	6043.202788944724	0.8312555710307001	6050.2638442211055	0.9383520743237062
6044.266040201004	0.48715637294729053	6043.479989949749	0.8292213141745166	6050.541040201005	0.9376261994534318
6044.543236180904	0.48758954539889754	6043.757190954774	0.8272170023673712	6050.818236180905	0.9369388785029841
6044.820432160804	0.4879210248732796	6044.034391959799	0.825237337406902	6051.095432160804	0.9363058449035248
6045.097628140703	0.4881605637998714	6044.311592964825	0.8232741341617831	6051.3726281407035	0.9357380082668666
6045.374824120602	0.48832842595739107	6044.58879396985	0.8213105081389369	6051.649824120603	0.9352315939376947
6045.652020100502	0.4884468680061429	6044.865994974874	0.8193279427957423	6051.927020100503	0.93478004322177
6045.929216080402	0.4885381466064298	6045.1431959799	0.8173079215895778	6052.204216080402	0.934376797424856
6046.206412060301	0.48862451841855675	6045.420396984925	0.8152319279778427	6052.481412060301	0.9340152978527123
6046.4836080402	0.4887282401028271	6045.69759798995	0.813081445417915	6052.758608040201	0.9336889858111006
6046.7608040201	0.48887156831954587	6045.974798994976	0.8108379573671733	6053.035804020101	0.9333913026057806
6047.038	0.4890767597290158	6046.252	0.8084829472830172	6053.313	0.9331156895425159
